fnid,chess_x,chess_y,LU_Business,LU_Green,LU_Industry,LU_Public,LU_Residence,subway,density,intersections,road_density,rent
1734,306,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
1735,307,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
1736,308,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
1737,309,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
1738,310,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
1739,311,4,0.0,0.0,0.0,0.0002632193658191671,0.0,0.0,0.0,0.0,0.0,7.260000000000001
1740,312,4,0.0,0.00012102334608159047,0.0,0.0301584356206331,0.0,0.0,0.0,0.0,0.0,7.260000000000001
1741,313,4,0.0,0.19835138428452678,0.0,0.04164780633477625,0.0,0.0,0.0,0.0,0.0,7.260000000000001
1742,314,4,0.0,0.3813004062545167,0.0,0.053208754674373394,0.0,0.0,0.0,0.0,0.0,7.26
1841,56,5,0.0,0.0,0.047611620060425984,0.02572748863060893,0.0,0.0,0.006086419666666666,1.6074074075,3.7302074075,6.207638627333334
1842,57,5,0.0,0.0,0.03174108004028399,0.01715165908707262,0.0,0.0,0.005841179333333333,1.5795414463333333,3.833344620888889,6.270104323
1843,58,5,0.0,0.0,0.0011067590608937476,0.0058926992878412816,0.0,0.0,0.0042996685714285715,1.1927437642857142,3.537043084,6.353130721
1844,59,5,0.0,0.0,0.0,0.0,0.0,0.0,0.004013024,1.142857143,3.6197142857499998,6.41333928575
2091,306,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
2092,307,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
2093,308,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
2094,309,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
2095,310,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
2096,311,5,0.0,0.0,0.0,0.0002632193658191671,0.0,0.0,0.0,0.0,0.0,7.260000000000001
2097,312,5,0.0,0.00012102334608159047,0.0,0.03260172477079972,0.0,0.0,0.0,0.0,0.0,7.260000000000001
2098,313,5,0.0,0.14309534842258753,0.0,0.04726622494809591,0.0,0.0,0.0,0.0,0.0,7.260000000000001
2099,314,5,0.0,0.2714748151280205,0.0,0.054182223018376725,0.0,0.0,0.0,0.0,0.0,7.26
2100,315,5,0.0,0.5189676544818941,0.0,0.02034446221459841,0.0,0.0,0.0,0.0,0.19657142857142856,7.26
2101,316,5,0.0,0.7304751133338969,0.0,0.002086146781304626,0.0,0.0,0.0,0.0,0.7155199999999999,7.26
2195,53,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.641213004666667
2198,56,6,0.0,0.0,0.04610460642277992,0.06774440702183386,0.0,0.0,0.010514122800000001,3.3003174604,6.3702425398,6.23118434
2199,57,6,0.0,0.0,0.02881537901423745,0.042340254388646165,0.0,0.0,0.010918769375,3.63412698425,6.858401587375,6.298159357625
2200,58,6,0.0,0.0,0.003073513421161675,0.032229428334343536,0.0,0.0,0.009268174428571429,3.315192743857143,6.446630385571429,6.365277354714286
2448,306,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
2449,307,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
2450,308,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
2451,309,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
2452,310,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
2453,311,6,0.0,0.0,0.0,9.176628003929587e-07,0.0,0.0,0.0,0.0,0.0,7.260000000000001
2454,312,6,0.0,0.0,0.0,0.018418884234959562,0.0,0.0,0.0,0.0,0.0,7.260000000000001
2455,313,6,0.0,0.03814454180319531,0.0,0.02954397640734701,0.0,0.0,0.0,0.0,0.0,7.260000000000001
2456,314,6,0.0,0.13636014016107045,0.0,0.030702029178604744,0.0,0.0,0.0,0.0,0.066962963,7.260000000000001
2457,315,6,0.0,0.3219468343261776,0.0,0.012284062606445573,0.0,0.0,0.0007901234444444445,0.0,0.5995061728888889,7.260000000000001
2458,316,6,0.0,0.5939412080914985,0.0,0.0013038417383153913,0.0,0.0,0.002031746,0.0,1.69535873025,7.26
2459,317,6,0.0,0.7735178559022226,0.0,0.0,0.0,0.0,0.0032507936000000003,0.0,2.592040635,7.26
2551,52,7,0.00017704331965657122,0.0,0.0,0.0,0.0,0.0,0.0,0.9904761906000001,1.0746666666,4.3714008462
2552,53,7,0.00017704331965657122,0.0,0.0,0.0,0.0,0.0,0.0,0.9904761906000001,1.0746666666,4.3714008462
2556,57,7,0.0,0.0,0.026377776299995097,0.06444545386872011,0.0,0.0,0.026860825,4.497959183571429,9.847297959428571,6.347667375571429
2557,58,7,0.0,0.0,0.017405400714923167,0.05633369005204603,0.0,0.0,0.027592140166666668,4.7142857141666665,10.110380952666667,6.382903600833333
2805,306,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
2806,307,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
2807,308,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
2808,309,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
2809,310,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
2810,311,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
2811,312,7,0.0,0.0,0.0,0.002443289150166617,0.0,0.0,0.0,0.0,0.0,7.260000000000001
2812,313,7,0.0,0.0,0.0,0.0056184186133196555,0.0,0.0,0.0,0.0,0.0,7.260000000000001
2813,314,7,0.0,0.013401355627477927,0.0,0.006777389047377781,0.0,0.0,0.0,0.0,0.260345679,7.260000000000001
2814,315,7,0.0,0.20977170872394119,0.0,0.004334099897211165,0.0,0.0,0.0021728394444444445,0.0,1.3661234567777776,7.260000000000001
2815,316,7,0.0,0.5631381202414066,0.0,0.0011589704340581256,0.0,0.0,0.004966490222222222,0.0,3.1853488536666665,7.260000000000001
2816,317,7,0.0009909913333783673,0.8137798711764024,0.0,0.0,0.0,0.0,0.010385487428571429,0.0,5.252718367428571,7.26
2908,52,8,0.00044752869495974127,0.0,0.0,0.0,0.0,0.0,0.0,1.9482993198571428,4.044745578142857,3.968924671714286
2909,53,8,0.0005221168107863648,0.0,0.0,0.0,0.0,0.0,0.0,1.7396825398333335,3.405269841166667,4.025425992333333
2913,57,8,0.13069118725033863,0.1970277014507511,0.1664780029505319,0.04933407880015888,0.06776031141496942,0.0,0.06141577114285714,5.999999999857143,13.848489796142857,6.231912118428572
2914,58,8,0.2029250531874411,0.0442893973243323,0.11274523055648407,0.04933407880015888,0.04804587834933597,0.0,0.09681320885714285,5.183673469285714,13.774367347571427,6.594359964571429
3162,306,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26
3163,307,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
3164,308,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
3165,309,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
3166,310,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
3167,311,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
3168,312,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
3169,313,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
3170,314,8,0.0,0.09368223981073687,0.0,0.0,0.0,0.0,0.0,0.0,0.5416296296666666,7.260000000000001
3171,315,8,4.080901003772035e-05,0.39649185042618246,0.0,0.0,0.0,0.0,0.0035555554444444445,0.0,2.134716049444444,7.260000000000001
3172,316,8,0.001986843719036087,0.7327342017369803,0.0,0.0,0.0,0.0,0.008126984,0.0,4.707160494,7.260000000000001
3173,317,8,0.003545504686424765,0.9286136962922357,0.0,0.0,0.0,0.0,0.014448979428571429,0.0,6.847682539857142,7.26
3174,318,8,0.006112812928658467,0.9437523446266599,0.0,0.0,0.0,0.0,0.01728571425,0.0,8.39900000025,7.26
3264,51,9,0.0003680675252143763,0.0,0.0,0.0,0.0,0.0,0.0,2.4685714288,8.075977142800001,3.6997262694
3265,52,9,0.00045422721221000144,0.0,0.0,0.0,0.0,0.0,0.0,2.6013605444285717,7.436745578142857,3.7345029121428572
3266,53,9,0.000635918097094002,0.0,0.0,0.0,0.0,0.0,0.0,2.544761905,6.5251809514,3.7730516635999996
3269,56,9,0.09588964443949059,0.7232141393122652,0.39534136698077776,0.04658395609101731,0.22571103731618294,0.0,0.06420484883333333,5.421164021166667,17.640938625,5.202818992166667
3270,57,9,0.2657193824651868,0.4331996811152336,0.37809302641014064,0.03273631887874997,0.1795950291292661,0.0,0.084005461375,4.33730158725,16.06551587375,5.830780989
3271,58,9,0.4948157411687848,0.1014032631033548,0.35938779883585525,0.020436425223778865,0.11915628328098365,0.0,0.14147549025,6.2341269842500004,16.41893650875,6.621922852625
3272,59,9,0.6544586333140986,0.05065700134471972,0.2554997870069938,0.011615342614334796,0.014394678933960691,0.0,0.2311262231428571,10.185941042857142,17.97516099857143,7.986373228571429
3273,60,9,0.5360877274203223,0.04819298656080498,0.1599308145901711,0.0,0.021825043430871313,0.0,0.2915250395,17.997883598166666,20.30845291,10.3210744785
3274,61,9,0.27675109897863,0.027067236857770977,0.13809554982255112,0.0,0.023574074363393732,0.2,0.2300546256,18.562539682599997,18.160670476,11.914009682
3516,303,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26
3517,304,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
3518,305,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26
3519,306,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26
3520,307,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
3521,308,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
3522,309,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
3523,310,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
3524,311,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
3525,312,9,0.0,0.0,0.0,0.0,0.0,0.0,4.21e-05,0.0,0.0,7.260000000000001
3526,313,9,0.0,0.0016247737966678796,0.0,0.0,0.0,0.0,8.42e-05,0.0,0.0,7.260000000000001
3527,314,9,0.0,0.18475075487883508,0.0,0.0,0.0,0.0,0.0001263,0.0,0.7915061728888888,7.260000000000001
3528,315,9,0.009498705390031885,0.612684388007561,0.0,0.0,0.0,0.0,0.003442224555555556,0.0,2.645925926,7.260000000000001
3529,316,9,0.10628103776418889,0.896486877520696,0.0,0.0,0.0,0.0,0.009749330888888888,0.0,5.548275132444444,7.260000000000001
3530,317,9,0.1376380398873355,1.0241537549508881,0.0,0.0,0.0,0.0,0.01648072542857143,0.0,7.6078458051428575,7.26
3621,51,10,0.00014695284150909572,0.0,0.025333829610561298,0.0,0.0,0.0,0.0,5.1591836735714285,12.41952653057143,3.654712666285714
3622,52,10,0.0003277676981695934,0.0,0.006460608883494782,0.0,0.0,0.0,0.0,4.244897959285714,11.847640816285715,3.648284094857143
3625,55,10,0.0,0.9858953104866298,0.2962732820835083,0.10362423957224935,0.11616395168967,0.2,0.0723050038,5.8133333332,18.881831112,3.9539027750000004
3626,56,10,0.07191723332961794,0.6992571334371427,0.42916760473959303,0.11423443568716382,0.20462966877875655,0.25,0.067154353375,5.716666666625,18.41000555625,4.469725683375
3627,57,10,0.25007218032954004,0.47857539765662377,0.5243921339099956,0.15015514599655377,0.19283050229224005,0.3333333333333333,0.090494371,4.617283950666667,17.15046913666667,5.276328685666666
3628,58,10,0.5273253822499829,0.14244736992102547,0.5054041662439656,0.16169649104883574,0.13152622289033591,0.3333333333333333,0.18673691,8.673721341,18.005657848888887,6.504620418
3629,59,10,0.706841439804943,0.10634369205371502,0.322186315784453,0.1276041461388469,0.03544710785625264,0.3333333333333333,0.2918072743333333,14.130511463888888,19.963015873333333,8.238879197777777
3630,60,10,0.6006509383808647,0.11379983327754964,0.18435512906036725,0.056940706905392956,0.08314221476008063,0.3333333333333333,0.3427347164444445,22.097354497666668,22.567338976666665,10.414552231777778
3631,61,10,0.415797089734828,0.08132733451054243,0.17242113872872114,0.012703311920880608,0.10274266985850186,0.42857142857142855,0.2884097564285714,22.433560090428575,21.298542402857144,11.89392823
3632,62,10,0.17989931087805286,0.05741098182889979,0.2259835494343645,0.0,0.13192328313364002,0.5,0.224381302,22.814285715,19.6506714275,12.91521925
3870,300,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26
3871,301,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
3872,302,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26
3873,303,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26
3874,304,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
3875,305,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
3876,306,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
3877,307,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
3878,308,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
3879,309,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
3880,310,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
3881,311,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
3882,312,10,0.0,0.0,0.0,0.0,0.04510586664390881,0.0,0.0010297541111111111,0.0,0.044444444444444446,7.260000000000001
3883,313,10,0.0,0.0016247737966678796,0.0,0.0,0.12777353907616307,0.0,0.0020595082222222222,0.0,0.21056790122222221,7.260000000000001
3884,314,10,0.005623969954668295,0.2301230308401381,0.0,0.0,0.17060532841054105,0.0,0.0030892623333333333,0.1975308642222222,1.408197531,7.260000000000001
3885,315,10,0.031225865238501318,0.63204231121811,0.0,0.0,0.13060887243208097,0.0,0.004232347666666667,0.3950617284444444,3.5670123458888887,7.260000000000001
3886,316,10,0.2735668596707687,0.8294265241613695,0.0,0.0,0.0479411999998267,0.0,0.00977402211111111,0.6172839506666666,6.641492063777778,7.260000000000001
3887,317,10,0.49231916409034376,0.8379389627434819,0.0,0.0,0.006569242284148318,0.0,0.015052154142857143,0.5396825397142857,8.472775510857144,7.26
3977,50,11,0.0,0.002882448097693135,0.31003962705592103,0.0,0.0,0.0,0.0166556494,6.720000000000001,14.032487620000001,3.6872500813999998
3978,51,11,6.698517250260178e-06,0.0020588914983522394,0.22145687646851503,0.0,0.0,0.0,0.01189689242857143,6.497959183714286,14.78604625857143,3.6757670881428575
3979,52,11,9.37792415036425e-06,0.0027374031464136982,0.09538055726287178,0.0,0.0,0.0,0.0076872228,5.5771428572,15.068891428,3.6637738908000004
3982,55,11,0.0003424502475629689,0.643737860242666,0.25418579369166766,0.08841756554265716,0.0738031211648193,0.5,0.058767604,10.770370370999998,19.053081483333333,3.2989097221666666
3983,56,11,0.03401756352464548,0.4775292856770763,0.43233268900591226,0.18199498304137338,0.13273953837878144,0.5555555555555556,0.05567724022222223,10.340740741444444,19.010992594444446,3.687012852
3984,57,11,0.14864894567785766,0.43033331763329286,0.5645488082496658,0.3026296191328852,0.14012803785837497,0.6666666666666666,0.06663419477777778,7.358024692111111,17.606666668888888,4.564389389222222
3985,58,11,0.3694947853264176,0.3891015274547976,0.5488978456295288,0.35847355684255133,0.09415720639640796,0.6666666666666666,0.15510665822222222,12.641975309555555,17.85106173,6.087832799777778
3986,59,11,0.6045264051186217,0.5143520461669985,0.33969252401321426,0.24933781491951124,0.032942516141181086,0.6666666666666666,0.24780604511111115,19.160493827666667,19.696592593333335,8.187826135888889
3987,60,11,0.6106576915454034,0.46835484383942116,0.23285305548607876,0.10665316498028694,0.16061510427434472,0.6666666666666666,0.3185838988888889,29.82363315777778,23.671142856666666,10.527170372
3988,61,11,0.4985782512226309,0.2843957053750189,0.2635550664176528,0.015653472101132063,0.27304257332382087,0.75,0.253288914625,28.0674603175,23.69781349125,12.33350611
4227,300,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
4228,301,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
4229,302,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
4230,303,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
4231,304,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
4232,305,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
4233,306,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
4234,307,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
4235,308,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
4236,309,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
4237,310,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
4238,311,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
4239,312,11,0.0,0.0,0.0,0.0,0.10150850415328148,0.0,0.002017408222222222,0.0,0.08888888888888889,7.260000000000001
4240,313,11,0.0014083414079777304,0.0016247737966678796,0.0,0.0,0.3318705821176054,0.0,0.004034816444444444,0.0,0.42113580244444443,7.260000000000001
4241,314,11,0.046476615406072785,0.17818930195565869,0.0,0.0010970917372750274,0.4715014329985038,0.0,0.0060522246666666665,0.3950617284444444,1.935802469222222,7.260000000000001
4242,315,11,0.09820772496149807,0.46373880788604604,0.0,0.0010970917372750274,0.3830088215585137,0.0,0.005812594222222222,0.7901234568888889,4.302617284111111,7.260000000000001
4243,316,11,0.36848971499634,0.5929662920788061,0.0,0.0010970917372750274,0.15264674359418978,0.0,0.011156738,1.2098765433333334,7.648984127555555,7.260000000000001
4244,317,11,0.5170075872468992,0.6907161755183463,0.0,0.0,0.014642879302452904,0.0,0.017115079375,0.91666666675,9.746190477125,7.26
4245,318,11,0.6117538130179893,0.6993959511185461,0.0,0.0,0.0,0.0,0.033486772500000005,0.6296296296666667,11.3149206355,7.260000000000001
4334,50,12,0.0,0.03694725478603041,0.7225519259060076,0.0,0.001616394264463094,0.0,0.028501087833333338,8.266666666833332,15.101358730000001,3.798473304
4335,51,12,0.0,0.03166907553088321,0.6193302222051493,0.0,0.0013854807981112233,0.0,0.02442950385714286,8.457142857285714,15.96482176857143,3.7779652245714286
4339,55,12,0.00133020001240625,0.20051356171759746,0.2850812999366395,0.08912306090938756,0.01403831714897189,0.8333333333333334,0.060168282999999996,18.51851851933333,19.422391536666666,2.8873395096666665
4340,56,12,0.0008916212700926872,0.16115148553755512,0.4905148086859399,0.23791331761673223,0.03141901403699497,0.8888888888888888,0.07301167033333333,17.283950618555554,19.558828926666667,3.1541039062222223
4341,57,12,0.014418494245132236,0.3599602946165906,0.5792482388556944,0.4520585332945669,0.033190476399559105,1.0,0.08230009566666667,12.049382717333334,17.657481483333335,4.028424890444445
4342,58,12,0.08749398913955159,0.7805596535450614,0.4712793914278206,0.4999211488329672,0.025609526640572675,1.0,0.17638216144444444,12.444444445666667,16.214716050777778,5.695134513777777
4343,59,12,0.2381571083695544,1.173340031627126,0.21409693590316106,0.3353374025790551,0.02529561864629683,1.0,0.3493159734444445,15.802469136666666,17.51881481411111,8.168705250666667
4344,60,12,0.32567599765940247,1.0900840219487145,0.23369374911746446,0.10665316498028694,0.18362379944351007,1.0,0.7304312881111111,24.123456790888888,22.58644444411111,10.689595574555556
4345,61,12,0.4468812821832846,0.6790154049570041,0.38826663422160135,0.015653472101132063,0.3728103179594374,1.0,1.355670473875,27.48809523875,26.52974999875,12.69216350125
4346,62,12,0.7827344472732863,0.23587559815571804,0.4380694781401479,0.0452944080788344,0.42278208953394947,1.0,2.0749011555714287,28.66666666714286,24.940530612857142,14.072161474285716
4347,63,12,1.1416441410150013,0.03325358021333169,0.39062036192239724,0.0792652141379602,0.3796444595749125,1.0,2.7016889145,27.88888889,22.0539841275,14.8777446325
4584,300,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26
4585,301,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26
4586,302,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
4587,303,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
4588,304,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
4589,305,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
4590,306,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
4591,307,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
4592,308,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
4593,309,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
4594,310,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
4595,311,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.260000000000001
4596,312,12,0.0,0.0,0.0,0.0,0.10373956888966028,0.0,0.0029208624444444446,0.0,0.13333333333333336,7.260000000000001
4597,313,12,0.0014083414079777304,0.0,0.0,0.0,0.37616821521041505,0.0,0.005841724888888889,0.0,0.7691851851111111,7.260000000000001
4598,314,12,0.10653485158749948,0.10437023778355586,0.0,0.0021941834745500544,0.553244603609408,0.0,0.008762587333333334,0.5925925926666666,2.7377777777777776,7.260000000000001
4599,315,12,0.19168860235172808,0.27604470213445104,0.0,0.0021941834745500544,0.465187972451779,0.0,0.019750250222222224,1.3827160495555555,5.724246913888889,7.260000000000001
4600,316,12,0.3671342947214114,0.411610168029955,0.0,0.0021941834745500544,0.19276191999029504,0.0,0.03502691944444444,2.1975308644444445,9.405259259888888,7.260000000000001
4601,317,12,0.3981486433186662,0.6914526069372015,0.0,0.0,0.015688125450572823,0.0,0.05200729244444444,1.802469136,11.543308642777777,7.260000000000001
4602,318,12,0.3521459827390631,1.0092929375016932,0.0,0.0,5.8361833592183e-06,0.0,0.060258136625,1.138888889,12.33186111125,7.26
4603,319,12,0.20454951032392643,1.3798737861470072,0.0,0.0,3.8907889061455045e-06,0.0,0.0659367735,0.2962962963333333,11.055629629499999,7.260000000000001
4691,50,13,0.0,0.07908456581198073,1.2963735121233613,0.0,0.002077368757733286,0.0,0.2793007732857143,5.306122449142857,12.730878911428572,4.073802302285714
4692,51,13,0.0002727834489720637,0.08592648496317502,1.1402073893808615,0.0,0.01771759051989299,0.0,1.2305915378571428,6.612244898142857,15.91507483,4.013687501714286
